id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4236559,Peter's Cole Valley Guestroom,15399047,Peter,?,Inner Sunset,37.76230741,-122.4528903,Private room,150,1,0,,,7,364
198937,"Sunny, Large w/pkg by G.Gate Park",971713,Kevin,?,Inner Sunset,37.75553228,-122.4713475,Entire home/apt,179,3,135,6/15/2016,2.28,1,326
8613580,Peaceful Apartment with Great Views,1144741,Chelsea,?,Inner Sunset,37.76073,-122.4607903,Entire home/apt,98,2,6,10/29/2015,0.67,1,0
11788666,Family Home by Golden Gate Park,6564341,Deirdre,?,Inner Sunset,37.76129111,-122.4653538,Entire home/apt,375,7,0,,,1,10
1392183,Stunning 4BD 3FullBath + rooftop!,4283991,Naama,?,Inner Sunset,37.75648287,-122.4652865,Entire home/apt,450,2,6,1/31/2016,0.55,1,207
7009809,"Comfy Edwardian, 3br, 2.5b, GG Park, UCSF, museums",33833956,Voula,?,Inner Sunset,37.7568804,-122.467846,Entire home/apt,412,3,44,6/26/2016,3.92,1,125
10840724,Beautiful views and FREE PARKING,6742004,Luca,?,Inner Sunset,37.75780557,-122.4605403,Private room,75,1,5,5/22/2016,1.76,1,2
8068616,Inner Sunset Studio Apartment,1425639,Cole,?,Inner Sunset,37.75829648,-122.4667891,Entire home/apt,109,4,9,5/19/2016,0.94,1,71
10864544,Room available for Super Bowl Week,1556071,Michael,?,Inner Sunset,37.76278854,-122.4658388,Private room,225,3,0,,,2,0
2372569,SUNNY ROOM 1/2 BLK. FRM G.G. PARK,446698,Frank,?,Inner Sunset,37.76297979,-122.4618549,Private room,129,2,86,6/30/2016,3.06,1,77
4963638,Lovely apt! Across from GG Park!,10685886,Angela,?,Inner Sunset,37.76477974,-122.4679287,Entire home/apt,165,3,4,4/11/2016,0.23,1,4
8117667,Perfect Location!,6299109,Roberta,?,Inner Sunset,37.76420634,-122.464335,Private room,148,2,19,6/25/2016,1.97,1,156
9529057,SF Inner Sunset,5181498,Chuck,?,Inner Sunset,37.76478533,-122.4622074,Shared room,105,1,0,,,1,182
11205620,Elegant 2BR Home by Cole Valley,11698860,Kenneth & Alexandra,?,Inner Sunset,37.76216091,-122.4525895,Entire home/apt,275,2,2,5/25/2016,1.3,1,10
9423426,Twin Peaks Room in Shared House,4577139,Kelly,?,Inner Sunset,37.75782808,-122.4600794,Private room,85,1,1,11/15/2015,0.13,1,0
9150423,"Near UCSF, MUNI, Golden Gate Park",16468110,Charles,?,Inner Sunset,37.76466621,-122.4556111,Shared room,70,2,3,6/24/2016,0.53,1,304
11021380,"Crash pad by UCSF, Golden Gate Park",614348,Heidi,?,Inner Sunset,37.76456226,-122.4573071,Shared room,110,1,1,3/4/2016,0.25,1,365
971449,Private Suite @ UCSF / Inner Sunset,39920,Scott,?,Inner Sunset,37.76312356,-122.4601499,Entire home/apt,129,2,165,6/25/2016,4.16,1,6
124011,Golden Gate Park Family Victorian,617985,Patrick,?,Inner Sunset,37.7633399,-122.4694756,Entire home/apt,550,7,5,1/2/2016,0.22,1,97
10296962,Luxurious 4-bedroom house,52976303,Nicky,?,Inner Sunset,37.76132594,-122.4544959,Entire home/apt,3500,4,0,,,1,0
12497439,Bright and spacious 2BR,5790586,Nectar,?,Inner Sunset,37.76091793,-122.4696043,Entire home/apt,200,7,1,5/7/2016,0.53,1,182
6363639,Cozy Den of Zen,33152528,Rob,?,Inner Sunset,37.7624998,-122.475806,Private room,90,5,3,8/17/2015,0.23,1,0
11690303,Modern & Spacious 1BR Flat with Ocean Views!,922466,Sylvia,?,Inner Sunset,37.75758661,-122.46349,Entire home/apt,175,3,3,4/30/2016,1.08,1,61
8069279,Sunny Private Room in Cole Valley,42243983,Joey,?,Inner Sunset,37.76325964,-122.4527103,Private room,85,2,2,9/18/2015,0.2,1,0
5299434,Modern 2BR/1BA by Golden Gate Park,27450294,Courtney,?,Inner Sunset,37.76239673,-122.4668302,Entire home/apt,199,2,20,8/7/2015,1.22,1,0
13657993,Parnassus Heights Home with a View,815996,Joshua,?,Inner Sunset,37.76340115,-122.4551367,Entire home/apt,300,2,0,,,1,15
833149,Entire home/apt in San Francisco,4306242,Michael And Polina,?,Inner Sunset,37.75941563,-122.4677048,Entire home/apt,155,28,10,4/30/2016,0.24,2,211
1162111,"Beautiful, private room in SF",6366311,Joel,?,Inner Sunset,37.75115069,-122.4695478,Private room,75,2,3,5/24/2016,0.87,2,173
8629009,Third floor suite of family home,45383728,Robert,?,Inner Sunset,37.74984587,-122.4673726,Private room,400,1,0,,,1,365
4787512,Inner Sunset 3BD Updated Edwardian,24679296,Christiaan,?,Inner Sunset,37.76374963,-122.461833,Entire home/apt,249,3,20,5/30/2016,1.34,1,4
819863,Gorgeous Luxury Honeymoon Suite,4306242,Michael And Polina,?,Inner Sunset,37.75948589,-122.4683949,Entire home/apt,136,3,10,6/21/2016,0.37,2,17
240436,"Cozy, Comfortable Room",900195,Patricia,?,Inner Sunset,37.76164904,-122.4702639,Private room,80,1,4,6/2/2016,0.09,2,292
3801934,Charming Room in Beautiful SF,8521885,Kai,?,Inner Sunset,37.76107904,-122.4680452,Private room,100,2,106,6/23/2016,4.7,1,147
4205883,Beautiful room with a great view,21822944,Aaron,?,Inner Sunset,37.75667464,-122.4701935,Private room,96,1,2,6/5/2016,1.36,1,360
12725886,Prime Location - Golden Gate Park,16921530,Debbie,?,Inner Sunset,37.76363142,-122.4642129,Private room,105,2,4,6/8/2016,2.45,1,0
10865192,Room available for Super Bowl Week,1556071,Michael,?,Inner Sunset,37.76316481,-122.4639437,Private room,225,3,0,,,2,0
1249349,Quaint Interior Designer's Condo,6808030,Marcela,?,Inner Sunset,37.76497364,-122.4645192,Entire home/apt,200,6,1,6/11/2013,0.03,1,0
6870555,"Two Beds, Private Bath, Great Views, Easy Parking",1532097,Kimmy,?,Inner Sunset,37.75253277,-122.4697185,Private room,120,1,37,6/14/2016,3.06,3,307
3720392,Golden Gate Park Orange Studio UCSF,5020218,Kelly,?,Inner Sunset,37.76099144,-122.4652097,Entire home/apt,185,3,54,6/25/2016,2.4,2,34
6004953,Strategic Apartment by GGPark,28128931,Ali,?,Inner Sunset,37.76457012,-122.4710212,Entire home/apt,129,2,14,6/6/2016,1.13,1,67
329012,Enjoy the View and the Comfort,500607,Susan,?,Inner Sunset,37.76377829,-122.4526489,Entire home/apt,585,2,7,12/8/2012,0.13,1,365
768161,Large private room/bath in big home,912958,Kush,?,Inner Sunset,37.76464345,-122.4639289,Private room,70,14,0,,,1,0
6866584,The Designer's Digs,26438939,Steve,?,Inner Sunset,37.76439479,-122.4660989,Entire home/apt,195,3,40,6/27/2016,4.65,1,43
1197716,1BR Suite newly remodeled near UCSF,1446786,Jeanne,?,Inner Sunset,37.76387083,-122.4608791,Entire home/apt,189,3,140,6/24/2016,3.75,1,301
10035487,Charming 1 BR in Inner Sunset,11346187,Raghni,?,Inner Sunset,37.76403289,-122.4680273,Entire home/apt,145,1,34,7/1/2016,5.51,1,189
13465218,"3 Beds, 2 Baths in Big Loft, Great Views, Parking",1532097,Kimmy,?,Inner Sunset,37.75261111,-122.4689922,Entire home/apt,320,1,1,6/18/2016,1,3,299
1296106,Locals Admired Travelers Desired,3128388,Zoe,?,Inner Sunset,37.76286351,-122.4574782,Private room,89,1,120,6/14/2016,3.36,1,65
2017079,Private Sunny Apt Golden Gate UCSF,10373486,Chicken,?,Inner Sunset,37.76323237,-122.4634878,Entire home/apt,130,7,3,4/5/2015,0.15,1,0
12797906,2 Bdrm/2 Ba Apt near Golden Gate Pk,498928,Fanny,?,Inner Sunset,37.7589033,-122.4659779,Entire home/apt,175,2,3,6/21/2016,2.43,1,58
11305302,A Friendly Hotel,21994,Aaron,?,Inner Sunset,37.7654923,-122.4532128,Private room,71,7,0,,,7,365
3377369,Hilltop San Francisco Home Retreat,6366311,Joel,?,Inner Sunset,37.75260019,-122.468322,Entire home/apt,350,5,11,6/13/2016,0.45,2,52
13735224,Luggage storage only,4921,Kevin,?,Inner Sunset,37.75274334,-122.4589427,Shared room,10,1,0,,,4,365
8817059,Pacific Overlook in San Francisco,89518,Peter,?,Inner Sunset,37.7523142,-122.4699372,Entire home/apt,1200,4,0,,,1,0
232060,Private Suite Near UCSF - Monthly,1214006,Syl & Art,?,Inner Sunset,37.75854624,-122.4644436,Entire home/apt,99,30,106,3/5/2016,1.97,1,288
3721927,Upscale Golden Gate Pk Master Suite,5020218,Kelly,?,Inner Sunset,37.75926643,-122.4631119,Entire home/apt,185,3,87,6/29/2016,3.72,2,36
2007569,Forest Knolls/Twin Peaks,9788835,Bonnie,?,Inner Sunset,37.75515835,-122.4611692,Private room,100,2,158,6/25/2016,5.66,1,304
11953056,Cozy and Modern Furnished Studio,63662847,Martin,?,Inner Sunset,37.76403016,-122.4541753,Private room,145,1,11,6/28/2016,6.88,1,284
2381729,Cute Bright  Garden Apartment,333468,Charles,?,Inner Sunset,37.75452046,-122.4649253,Private room,50,14,35,9/29/2015,1.25,1,90
2067936,3BD House in the Inner Sunset,10461166,Reut And Ziv,?,Inner Sunset,37.76007459,-122.4713241,Entire home/apt,220,10,1,5/14/2016,0.6,1,55
13301427,2 bdrms avail as a set for 2 people each bdrm-4ppl,84358,Jason,?,Inner Sunset,37.76303054,-122.4669322,Private room,147,2,1,6/15/2016,1,1,29
71554,"Big, Charming Studio w/ Zen Garden",366685,J&S,?,Inner Sunset,37.76489861,-122.4622456,Entire home/apt,139,3,123,7/5/2015,1.97,1,0
3616919,S.F. Retreat. Gold Sunset G.G.Park,1550397,Pasha,?,Inner Sunset,37.75921543,-122.4749356,Entire home/apt,325,2,4,6/28/2016,1.01,1,321
7401158,Japanese Tatami Room(+Easy Parking),38776382,Kyoko,?,Inner Sunset,37.75623182,-122.4735549,Private room,100,1,9,8/24/2015,0.83,1,0
4429475,Tranquil Cole Valley home + parking,356625,Mike,?,Inner Sunset,37.76372567,-122.4524839,Entire home/apt,360,3,22,6/21/2016,1.2,1,272
11825641,Serene Cozy Home-GG Park-1500 sqft,47519607,Krisa,?,Inner Sunset,37.76107641,-122.4668436,Entire home/apt,210,4,1,4/19/2016,0.4,1,6
12656357,"1 BR house, great proximity to GGP/UCSF",148507,Claire,?,Inner Sunset,37.76187074,-122.4680729,Entire home/apt,148,1,3,6/4/2016,2.37,1,190
10180150,Mid Century Studio in Inner Sunset,23169330,Susan,?,Inner Sunset,37.76181341,-122.464647,Entire home/apt,198,3,1,1/21/2016,0.18,1,47
519083,"Cozy Spanish-style, ocean view home",2327306,Amy,?,Inner Sunset,37.75217563,-122.4746834,Entire home/apt,345,4,1,7/6/2012,0.02,1,45
4559908,Private Room in the Inner Sunset,12906639,Jill,?,Inner Sunset,37.76454375,-122.4628026,Private room,72,1,2,1/1/2015,0.11,1,0
12850153,Sunny and spacious flat next to Golden Gate Park,5136283,Bennett,?,Inner Sunset,37.76360503,-122.4627778,Entire home/apt,200,2,0,,,1,10
1920033,Private room with private bathroom,4921,Kevin,?,Inner Sunset,37.7538901,-122.4580171,Private room,99,1,170,7/1/2016,5.35,4,20
12473262,420Friendly! Very SAFE LocationNxt2GoldenGatePark!,67511790,Mark,?,Inner Sunset,37.76361207,-122.459395,Private room,79,1,7,6/14/2016,3.13,1,27
11496852,Sunny Studio near Golden Gate Park,9890402,Steve,?,Inner Sunset,37.76346843,-122.4734769,Entire home/apt,105,2,0,,,1,0
10965671,Classic San Francisco Edwardian,2266144,Lillian And Adam,?,Inner Sunset,37.76003687,-122.4655679,Entire home/apt,1200,1,0,,,1,0
13587745,Private Oasis near Golden Gate Park,49017291,Jeff,?,Inner Sunset,37.76081708,-122.4718987,Entire home/apt,375,3,0,,,1,7
6365956,Cozy Bedroom+EASY PARKING!!,11776513,Yuki,?,Inner Sunset,37.75748143,-122.4722197,Private room,129,1,29,6/27/2016,2.1,1,365
11513111,Golden Gate Heights,60672876,Vishal,?,Inner Sunset,37.75121615,-122.4707068,Private room,140,1,0,,,1,0
10576612,Queen Bed in Huge 3 BR apartment,21709404,Sam,?,Inner Sunset,37.76213463,-122.4605215,Private room,88,1,7,5/5/2016,1.41,1,182
1561116,Lovely Private 1-br at GG Park/UCSF,5507076,Jenny,?,Inner Sunset,37.76487547,-122.4594353,Entire home/apt,165,4,8,2/23/2016,0.23,1,0
13467291,"Private Unit, Bathroom, Beach and Park Access",53639545,Roman,?,Inner Sunset,37.75498816,-122.4764264,Private room,90,1,2,6/28/2016,2,1,21
9119021,Inner Sunset Studio,849360,Shannon,?,Inner Sunset,37.76136062,-122.4634999,Entire home/apt,142,2,14,6/27/2016,4.08,1,149
7760019,"Bright, Upper 2BD Inner Sunset Flat",11401489,Casey,?,Inner Sunset,37.76352807,-122.4701961,Entire home/apt,189,4,7,5/30/2016,2.04,1,34
12252049,Flat on quiet street.,65960978,John,?,Inner Sunset,37.76473334,-122.4596988,Entire home/apt,250,1,1,6/23/2016,1,1,0
6600319,4bd Family House Golden Gate Park,4649382,Yana,?,Inner Sunset,37.76323816,-122.474127,Entire home/apt,360,4,1,7/1/2015,0.08,1,1
9959067,Spacious Live/Work Room Garden View,10139088,Reed,?,Inner Sunset,37.75856311,-122.4689798,Private room,85,3,5,3/27/2016,0.83,1,0
10205031,Apartment in the heart of the Inner,38189486,Charline,?,Inner Sunset,37.76147394,-122.4655438,Entire home/apt,100,24,0,,,1,0
1472743,5-bedroom house Golden Gate Park,875247,Wona,?,Inner Sunset,37.76000145,-122.4735213,Entire home/apt,700,3,50,6/29/2016,1.41,1,275
9976194,Family Friendly SF Condo,585592,Frank Owen,?,Inner Sunset,37.76508038,-122.4631925,Entire home/apt,414,1,2,5/16/2016,0.43,1,0
10657572,Sunny & Quiet Apartment w/ Parking,6425839,Kora,?,Inner Sunset,37.75714199,-122.4612154,Entire home/apt,200,1,1,2/8/2016,0.21,1,0
13417633,Private Unit near UCSF and Golden Gate Park,76460080,Travis,?,Inner Sunset,37.75873559,-122.4620864,Entire home/apt,188,2,0,,,1,2
13606808,Luggage storage only before or after your stay,4921,Kevin,?,Inner Sunset,37.75260848,-122.4566657,Shared room,10,1,0,,,4,354
12582809,Garden Cottage,6845501,Sarah,?,Inner Sunset,37.76303066,-122.4750768,Entire home/apt,175,4,0,,,1,0
218481,"Cozy, Furnished Room ",900195,Patricia,?,Inner Sunset,37.761708,-122.4689598,Private room,85,2,24,5/23/2016,0.41,2,276
12186884,Serene Cozy Home-GG park - 1500 sf,627144,Sabrina,?,Inner Sunset,37.76054113,-122.4677845,Entire home/apt,175,4,3,6/18/2016,1.41,1,189
11829072,"2BR/1BA, Top Apt w/view in Sunset",63020208,Herve,?,Inner Sunset,37.75746352,-122.4738288,Entire home/apt,235,1,0,,,1,2
8839978,"Cozy, Clean and Convenient In-law",46294750,Vicky,?,Inner Sunset,37.7592624,-122.4753041,Entire home/apt,150,3,6,4/14/2016,0.71,1,303
7349102,Spacious&Bright 1BR/1BA next UCSF,38503507,Han,?,Inner Sunset,37.76491775,-122.4548574,Entire home/apt,140,1,19,5/16/2016,1.69,1,361
2970867,Shin Dig - Event Venue,15158924,Shin,?,Inner Sunset,37.76434173,-122.4630891,Entire home/apt,1800,1,0,,,1,363
13057920,Great Family House Next To Golden Gate Park,288562,Rona,?,Inner Sunset,37.76225855,-122.4671903,Entire home/apt,180,7,1,6/18/2016,1,1,0
4979396,"Large, Hip, Artistic Home in Fun Loc., true SF!",1371443,Brandi,?,Inner Sunset,37.76011653,-122.4754001,Entire home/apt,275,3,2,6/12/2016,1.46,2,19
9779369,Golden Gate Park Getaway,12435339,Christina,?,Inner Sunset,37.76506187,-122.4542975,Entire home/apt,195,1,1,2/6/2016,0.2,1,56
6993846,Serene SF Treehouse w/free parking,6704199,Jack,?,Inner Sunset,37.75338926,-122.4592619,Entire home/apt,125,2,0,,,1,15
3749539,Beautifully Remodeled SF Apt.,19403783,Helen,?,Inner Sunset,37.76489584,-122.4652661,Entire home/apt,149,30,17,1/29/2016,0.75,1,282
878935,2BR: Family friendly next to GGP! ,4645827,Ashley,?,Inner Sunset,37.7646449,-122.4678023,Entire home/apt,177,3,120,6/25/2016,3.05,1,188
10989099,Quiet Victorian Apt in Cole Valley,57430925,Mikey,?,Inner Sunset,37.76295267,-122.4544742,Entire home/apt,160,2,18,6/19/2016,3.88,1,84
2238488,Quiet 2BR apartment close to UCSF,11430970,Felix,?,Inner Sunset,37.75859383,-122.4682013,Entire home/apt,229,3,29,5/25/2016,1.1,1,295
8144115,"Clean, spacious studio (UCSF)",18700490,Alexander,?,Inner Sunset,37.75784973,-122.4614482,Entire home/apt,100,1,1,9/1/2015,0.1,1,0
4136297,Room in Charming Inner Sunset House,3457268,Lena,?,Inner Sunset,37.75968857,-122.4678776,Private room,400,3,0,,,1,0
5852204,Charming Golden Gate Height Room,30387746,Johnny & Anne,?,Inner Sunset,37.76054964,-122.4717882,Private room,105,1,113,6/20/2016,7.69,1,273
4105958,Cozy & Comfy Place w/ Private Entry & Living Space,148524,Paul,?,Inner Sunset,37.75654259,-122.4664252,Private room,144,2,86,6/27/2016,4.01,1,0
10839800,TheHighLine,21549940,Madeleine,?,Inner Sunset,37.76304492,-122.4644972,Private room,87,1,41,6/26/2016,9.61,1,266
6121614,Cole Valley Edwardian Charmer,11586697,Birgess,?,Inner Sunset,37.76216729,-122.4521383,Entire home/apt,385,4,0,,,1,0
713877,Charming Cole Valley Private Suite,3675617,Stacey,?,Inner Sunset,37.76369467,-122.4530373,Entire home/apt,145,1,247,6/12/2016,5.42,1,29
10805916,Spacious & Modern SF High-Rise Apt.,55935363,Derek,?,Inner Sunset,37.76035475,-122.4633113,Entire home/apt,485,2,0,,,1,0
10806770,Cozy inner sunset studio,18045342,Anisa,?,Inner Sunset,37.76310109,-122.4624778,Entire home/apt,350,1,0,,,1,0
9511890,"UCSF, SFSU, Beach + GoldenGatePark",45089824,Stokala,?,Inner Sunset,37.76203388,-122.4759523,Private room,89,2,14,6/22/2016,2.11,1,164
7988071,Inner Sunset - New Construction,17678156,Diarmuid,?,Inner Sunset,37.76426002,-122.4743577,Entire home/apt,400,2,3,6/3/2016,0.33,1,360
4873971,Live/Work Bedroom with a Bay Window,1103231,Alan,?,Inner Sunset,37.75962851,-122.4673065,Private room,90,1,1,10/30/2015,0.12,1,0
1932019,Private garden guest duplex ,10001067,Martha,?,Inner Sunset,37.75561601,-122.4680532,Private room,95,2,49,5/23/2016,1.65,1,327
10858401,Super Bowl 50: Peaceful SF 'Burbs,56243554,Chase,?,Inner Sunset,37.75073746,-122.4674776,Private room,2000,1,0,,,2,0
12344297,One bedroom steps from Golden Gate,24307156,Melanie,?,Inner Sunset,37.76538067,-122.4534575,Private room,80,1,0,,,1,0
6658545,Garden Cottage in Inner Sunset,3146981,Jenia,?,Inner Sunset,37.76209335,-122.4690315,Entire home/apt,211,3,21,6/15/2016,1.77,1,58
5762485,Delightful room in the Inner Sunset,29896538,Jason,?,Inner Sunset,37.75832674,-122.4655573,Private room,250,1,0,,,1,329
8957746,Comfy/cozy room in the Sunset,26973726,Fernando,?,Inner Sunset,37.75693547,-122.4665071,Private room,64,2,0,,,1,0
66664,lovely 1 BEDROOM: GG Park/UCSF,252184,Oded,?,Inner Sunset,37.75710442,-122.4659381,Entire home/apt,95,15,41,6/1/2016,0.61,1,283
8104288,Spectacular View of the Pacific,5064192,Jessica,?,Inner Sunset,37.74935637,-122.4692694,Entire home/apt,227,2,5,6/6/2016,1.03,1,40
6072767,Beautiful in-law with ocean views,31521801,Kat,?,Inner Sunset,37.7531575,-122.470529,Entire home/apt,150,2,12,6/18/2016,1.15,1,300
1120656,Room for two in the Inner Sunset,6148057,Peter,?,Inner Sunset,37.76146817,-122.4725992,Private room,180,2,0,,,1,0
10541422,Nature in heart of SF,23614756,Scott,?,Inner Sunset,37.76318728,-122.4527454,Entire home/apt,1500,4,0,,,1,0
10783991,Private Garden Studio near GG Park,20767323,Roy & Annie,?,Inner Sunset,37.7633163,-122.470106,Entire home/apt,125,3,23,6/20/2016,4.69,1,53
7134576,Spacious & Sunny SF Edwardian,11919839,Jessica,?,Inner Sunset,37.76204574,-122.4693486,Entire home/apt,380,3,19,6/21/2016,1.83,1,101
4986694,"Views of Bridge, Bay & City ",25707362,Karen,?,Inner Sunset,37.75606926,-122.46871,Entire home/apt,275,4,4,8/14/2015,0.32,1,19
12228334,Spacious flat near Golden Gate Park,65789361,Hadas,?,Inner Sunset,37.76019546,-122.47605,Entire home/apt,330,4,3,6/30/2016,3,1,6
2508995,Airstream in San Francisco,1731643,Bill,?,Treasure Island/YBI,37.82424631,-122.365222,Entire home/apt,260,1,1,9/2/2014,0.04,1,365
11535013,Treasure Island big room,60849865,Yang,?,Treasure Island/YBI,37.82452869,-122.375625,Private room,75,2,1,4/11/2016,0.36,1,115
13448099,Treasure Island Trove,76785126,Mali,?,Treasure Island/YBI,37.82319857,-122.3762191,Private room,85,3,0,,,1,324
5491902,SF Coastline Townhouse,17054038,Stefan,?,Treasure Island/YBI,37.82978637,-122.3762301,Private room,72,3,0,,,3,216
13551233,Entire SF Coastline Townhouse,17054038,Stefan,?,Treasure Island/YBI,37.82992354,-122.3768547,Entire home/apt,249,2,0,,,3,117
10826324,SUPER BOWL on Treasure Island!!,20073736,Vieneese,?,Treasure Island/YBI,37.82981319,-122.3745721,Entire home/apt,400,1,0,,,1,336
9535538,Island Escape,3005891,Sam,?,Treasure Island/YBI,37.82524401,-122.3756094,Private room,92,3,8,6/26/2016,1.28,1,353
10106937,Room in condo 15 min from Dwntn SF,5381166,Erin,?,Treasure Island/YBI,37.82136047,-122.3647585,Private room,200,1,0,,,1,0
10319083,1 br in house on Treasure Island!!,26544475,Sara,?,Treasure Island/YBI,37.82749055,-122.3759925,Private room,85,2,0,,,1,245
696724,Natural setting on Yerba Buena Isla,3568012,Bobby,?,Treasure Island/YBI,37.80957991,-122.3662712,Private room,58,1,55,5/24/2016,1.19,1,361
9349296,Treasure Island Cozy Room,19478409,Creiff,?,Treasure Island/YBI,37.82670708,-122.3776281,Private room,60,1,0,,,1,5
5491995,Spacious SF Coastline Townhouse ,17054038,Stefan,?,Treasure Island/YBI,37.8281551,-122.3774992,Private room,99,3,22,6/18/2016,1.86,3,96
6222895,2 BR House/Ocean View/Yard/Parking,24730746,Jonathan,?,Outer Richmond,37.77514265,-122.5030442,Entire home/apt,350,2,0,,,1,0
7069881,Spacious flat in Richmond/Sea Cliff,37068215,Kathleen,?,Outer Richmond,37.78458732,-122.4827638,Entire home/apt,250,3,34,6/26/2016,2.93,1,49
9509454,Large House w/ Panoramic Ocean View,26652770,Nea,?,Outer Richmond,37.77862363,-122.5049068,Entire home/apt,400,1,0,,,2,238
8207665,SF home w/pkg near Golden Gate Park,10394065,Carol,?,Outer Richmond,37.7778541,-122.4801103,Entire home/apt,250,3,7,6/6/2016,0.96,3,34
8617216,Family House by Golden Gate Park,250901,Mark,?,Outer Richmond,37.77410611,-122.4930081,Entire home/apt,195,2,33,6/30/2016,3.91,1,254
1405046,Walk to Outsidelands!! Newly Renovated home,7582644,Meredith,?,Outer Richmond,37.77362976,-122.4901704,Entire home/apt,400,4,0,,,1,5
589516,Modern Zen 2 bed 1 bath Apartment,2908279,Frank,?,Outer Richmond,37.77785468,-122.4989646,Entire home/apt,135,3,27,5/24/2016,0.56,1,259
